Type,Year,Qtr,Adoption,Order_type,Adopter,Adopted_child_sex,Adopted_child_age,Count
Order granted,2012,3,Adoption,Foreign,Sole applicant,Female,15-17 years,0
Order granted,2012,3,Adoption,Foreign,Sole applicant,Female,Other,0
Order granted,2012,3,Adoption,Foreign,Sole applicant,Male,<1 year,0
Order granted,2012,3,Adoption,Foreign,Sole applicant,Male,1-4 years,1
Order granted,2012,3,Adoption,Foreign,Sole applicant,Male,5-9 years,0
Order granted,2012,3,Adoption,Foreign,Sole applicant,Male,10-14 years,1
Order granted,2012,3,Adoption,Foreign,Sole applicant,Male,15-17 years,3
Order granted,2012,3,Adoption,Foreign,Sole applicant,Male,Other,0
Order granted,2012,3,Adoption,Foreign,Step parent,Female,<1 year,0
Order granted,2012,3,Adoption,Foreign,Step parent,Female,1-4 years,0
Order granted,2012,3,Adoption,Foreign,Step parent,Female,5-9 years,0
Order granted,2012,3,Adoption,Foreign,Step parent,Female,10-14 years,5
Order granted,2012,3,Adoption,Foreign,Step parent,Female,15-17 years,2
Order granted,2012,3,Adoption,Foreign,Step parent,Female,Other,0
Order granted,2012,3,Adoption,Foreign,Step parent,Male,<1 year,0
Order granted,2012,3,Adoption,Foreign,Step parent,Male,1-4 years,1
Order granted,2012,3,Adoption,Foreign,Step parent,Male,5-9 years,2
Order granted,2012,3,Adoption,Foreign,Step parent,Male,10-14 years,2
Order granted,2012,3,Adoption,Foreign,Step parent,Male,15-17 years,2
Order granted,2012,3,Adoption,Foreign,Step parent,Male,Other,0
Order granted,2012,3,Adoption,Standard,M/F couple,Female,<1 year,10
Order granted,2012,3,Adoption,Standard,M/F couple,Female,1-4 years,321
Order granted,2012,3,Adoption,Standard,M/F couple,Female,5-9 years,99
Order granted,2012,3,Adoption,Standard,M/F couple,Female,10-14 years,14
Order granted,2012,3,Adoption,Standard,M/F couple,Female,15-17 years,3
Order granted,2012,3,Adoption,Standard,M/F couple,Female,Other,0
Order granted,2012,3,Adoption,Standard,M/F couple,Male,<1 year,7
Order granted,2012,3,Adoption,Standard,M/F couple,Male,1-4 years,357
Order granted,2012,3,Adoption,Standard,M/F couple,Male,5-9 years,98
Order granted,2012,3,Adoption,Standard,M/F couple,Male,10-14 years,10
Order granted,2012,3,Adoption,Standard,M/F couple,Male,15-17 years,2
Order granted,2012,3,Adoption,Standard,M/F couple,Male,Other,0
Order granted,2012,3,Adoption,Standard,Same sex couple,Female,<1 year,1
Order granted,2012,3,Adoption,Standard,Same sex couple,Female,1-4 years,14
Order granted,2012,3,Adoption,Standard,Same sex couple,Female,5-9 years,9
Order granted,2012,3,Adoption,Standard,Same sex couple,Female,10-14 years,3
Order granted,2012,3,Adoption,Standard,Same sex couple,Female,15-17 years,0
Order granted,2012,3,Adoption,Standard,Same sex couple,Female,Other,0
Order granted,2012,3,Adoption,Standard,Same sex couple,Male,<1 year,0
Order granted,2012,3,Adoption,Standard,Same sex couple,Male,1-4 years,30
Order granted,2012,3,Adoption,Standard,Same sex couple,Male,5-9 years,11
Order granted,2012,3,Adoption,Standard,Same sex couple,Male,10-14 years,1
Order granted,2012,3,Adoption,Standard,Same sex couple,Male,15-17 years,0
Order granted,2012,3,Adoption,Standard,Same sex couple,Male,Other,0
Order granted,2012,3,Adoption,Standard,Sole applicant,Female,<1 year,1
Order granted,2012,3,Adoption,Standard,Sole applicant,Female,1-4 years,37
Order granted,2012,3,Adoption,Standard,Sole applicant,Female,5-9 years,45
Order granted,2012,3,Adoption,Standard,Sole applicant,Female,10-14 years,15
Order granted,2012,3,Adoption,Standard,Sole applicant,Female,15-17 years,8
Order granted,2012,3,Adoption,Standard,Sole applicant,Female,Other,0
Order granted,2012,3,Adoption,Standard,Sole applicant,Male,<1 year,0
Order granted,2012,3,Adoption,Standard,Sole applicant,Male,1-4 years,35
Order granted,2012,3,Adoption,Standard,Sole applicant,Male,5-9 years,31
Order granted,2012,3,Adoption,Standard,Sole applicant,Male,10-14 years,19
Order granted,2012,3,Adoption,Standard,Sole applicant,Male,15-17 years,4
Order granted,2012,3,Adoption,Standard,Sole applicant,Male,Other,1
Order granted,2012,3,Adoption,Standard,Step parent,Female,<1 year,0
Order granted,2012,3,Adoption,Standard,Step parent,Female,1-4 years,12
Order granted,2012,3,Adoption,Standard,Step parent,Female,5-9 years,13
Order granted,2012,3,Adoption,Standard,Step parent,Female,10-14 years,24
Order granted,2012,3,Adoption,Standard,Step parent,Female,15-17 years,7
Order granted,2012,3,Adoption,Standard,Step parent,Female,Other,1
Order granted,2012,3,Adoption,Standard,Step parent,Male,<1 year,1
Order granted,2012,3,Adoption,Standard,Step parent,Male,1-4 years,9
Order granted,2012,3,Adoption,Standard,Step parent,Male,5-9 years,12
Order granted,2012,3,Adoption,Standard,Step parent,Male,10-14 years,25
Order granted,2012,3,Adoption,Standard,Step parent,Male,15-17 years,8
Order granted,2012,3,Adoption,Standard,Step parent,Male,Other,2
Order granted,2012,4,Adoption,Convention,M/F couple,Female,<1 year,0
Order granted,2012,4,Adoption,Convention,M/F couple,Female,1-4 years,0
Order granted,2012,4,Adoption,Convention,M/F couple,Female,5-9 years,1
Order granted,2012,4,Adoption,Convention,M/F couple,Female,10-14 years,0
Order granted,2012,4,Adoption,Convention,M/F couple,Female,15-17 years,0
Order granted,2012,4,Adoption,Convention,M/F couple,Female,Other,0
Order granted,2012,4,Adoption,Convention,Sole applicant,Female,<1 year,0
Order granted,2012,4,Adoption,Convention,Sole applicant,Female,1-4 years,1
Order granted,2012,4,Adoption,Convention,Sole applicant,Female,5-9 years,0
Order granted,2012,4,Adoption,Convention,Sole applicant,Female,10-14 years,0
Order granted,2012,4,Adoption,Convention,Sole applicant,Female,15-17 years,0
Order granted,2012,4,Adoption,Convention,Sole applicant,Female,Other,0
Order granted,2012,4,Adoption,Convention,Sole applicant,Male,<1 year,0
Order granted,2012,4,Adoption,Convention,Sole applicant,Male,1-4 years,1
Order granted,2012,4,Adoption,Convention,Sole applicant,Male,5-9 years,0
Order granted,2012,4,Adoption,Convention,Sole applicant,Male,10-14 years,0
Order granted,2012,4,Adoption,Convention,Sole applicant,Male,15-17 years,0
Order granted,2012,4,Adoption,Convention,Sole applicant,Male,Other,0
Order granted,2012,4,Adoption,Foreign,M/F couple,Female,<1 year,0
Order granted,2012,4,Adoption,Foreign,M/F couple,Female,1-4 years,8
Order granted,2012,4,Adoption,Foreign,M/F couple,Female,5-9 years,5
Order granted,2012,4,Adoption,Foreign,M/F couple,Female,10-14 years,1
Order granted,2012,4,Adoption,Foreign,M/F couple,Female,15-17 years,1
Order granted,2012,4,Adoption,Foreign,M/F couple,Female,Other,0
Order granted,2012,4,Adoption,Foreign,M/F couple,Male,<1 year,1
Order granted,2012,4,Adoption,Foreign,M/F couple,Male,1-4 years,9
Order granted,2012,4,Adoption,Foreign,M/F couple,Male,5-9 years,1
Order granted,2012,4,Adoption,Foreign,M/F couple,Male,10-14 years,0
Order granted,2012,4,Adoption,Foreign,M/F couple,Male,15-17 years,0
Order granted,2012,4,Adoption,Foreign,M/F couple,Male,Other,0
Order granted,2012,4,Adoption,Foreign,Sole applicant,Female,<1 year,0
Order granted,2012,4,Adoption,Foreign,Sole applicant,Female,1-4 years,1
Order granted,2012,4,Adoption,Foreign,Sole applicant,Female,5-9 years,0
Order granted,2012,4,Adoption,Foreign,Sole applicant,Female,10-14 years,4
Order granted,2012,4,Adoption,Foreign,Sole applicant,Female,15-17 years,3
Order granted,2012,4,Adoption,Foreign,Sole applicant,Female,Other,0
Order granted,2012,4,Adoption,Foreign,Sole applicant,Male,<1 year,0
Order granted,2012,4,Adoption,Foreign,Sole applicant,Male,1-4 years,3
Order granted,2012,4,Adoption,Foreign,Sole applicant,Male,5-9 years,0
Order granted,2012,4,Adoption,Foreign,Sole applicant,Male,10-14 years,1
Order granted,2012,4,Adoption,Foreign,Sole applicant,Male,15-17 years,2
Order granted,2012,4,Adoption,Foreign,Sole applicant,Male,Other,0
Order granted,2012,4,Adoption,Foreign,Step parent,Female,<1 year,0
Order granted,2012,4,Adoption,Foreign,Step parent,Female,1-4 years,0
Order granted,2012,4,Adoption,Foreign,Step parent,Female,5-9 years,1
Order granted,2012,4,Adoption,Foreign,Step parent,Female,10-14 years,5
Order granted,2012,4,Adoption,Foreign,Step parent,Female,15-17 years,3
Order granted,2012,4,Adoption,Foreign,Step parent,Female,Other,0
Order granted,2012,4,Adoption,Foreign,Step parent,Male,<1 year,0
Order granted,2012,4,Adoption,Foreign,Step parent,Male,1-4 years,0
Order granted,2012,4,Adoption,Foreign,Step parent,Male,5-9 years,0
Order granted,2012,4,Adoption,Foreign,Step parent,Male,10-14 years,2
Order granted,2012,4,Adoption,Foreign,Step parent,Male,15-17 years,2
Order granted,2012,4,Adoption,Foreign,Step parent,Male,Other,0
Order granted,2012,4,Adoption,Standard,M/F couple,Female,<1 year,21
Order granted,2012,4,Adoption,Standard,M/F couple,Female,1-4 years,365
Order granted,2012,4,Adoption,Standard,M/F couple,Female,5-9 years,87
Order granted,2012,4,Adoption,Standard,M/F couple,Female,10-14 years,3
Order granted,2012,4,Adoption,Standard,M/F couple,Female,15-17 years,0
Order granted,2012,4,Adoption,Standard,M/F couple,Female,Other,0
Order granted,2012,4,Adoption,Standard,M/F couple,Male,<1 year,18
Order granted,2012,4,Adoption,Standard,M/F couple,Male,1-4 years,355
Order granted,2012,4,Adoption,Standard,M/F couple,Male,5-9 years,97
Order granted,2012,4,Adoption,Standard,M/F couple,Male,10-14 years,5
Order granted,2012,4,Adoption,Standard,M/F couple,Male,15-17 years,2
Order granted,2012,4,Adoption,Standard,M/F couple,Male,Other,0
Order granted,2012,4,Adoption,Standard,Same sex couple,Female,<1 year,0
Order granted,2012,4,Adoption,Standard,Same sex couple,Female,1-4 years,31
Order granted,2012,4,Adoption,Standard,Same sex couple,Female,5-9 years,14
Order granted,2012,4,Adoption,Standard,Same sex couple,Female,10-14 years,0
Order granted,2012,4,Adoption,Standard,Same sex couple,Female,15-17 years,0
Order granted,2012,4,Adoption,Standard,Same sex couple,Female,Other,0
Order granted,2012,4,Adoption,Standard,Same sex couple,Male,<1 year,0
Order granted,2012,4,Adoption,Standard,Same sex couple,Male,1-4 years,34
Order granted,2012,4,Adoption,Standard,Same sex couple,Male,5-9 years,20
Order granted,2012,4,Adoption,Standard,Same sex couple,Male,10-14 years,0
Order granted,2012,4,Adoption,Standard,Same sex couple,Male,15-17 years,0
Order granted,2012,4,Adoption,Standard,Same sex couple,Male,Other,0
Order granted,2012,4,Adoption,Standard,Sole applicant,Female,<1 year,3
Order granted,2012,4,Adoption,Standard,Sole applicant,Female,1-4 years,53
Order granted,2012,4,Adoption,Standard,Sole applicant,Female,5-9 years,49
Order granted,2012,4,Adoption,Standard,Sole applicant,Female,10-14 years,16
Order granted,2012,4,Adoption,Standard,Sole applicant,Female,15-17 years,7
Order granted,2012,4,Adoption,Standard,Sole applicant,Female,Other,0
Order granted,2012,4,Adoption,Standard,Sole applicant,Male,<1 year,0
Order granted,2012,4,Adoption,Standard,Sole applicant,Male,1-4 years,50
Order granted,2012,4,Adoption,Standard,Sole applicant,Male,5-9 years,36
Order granted,2012,4,Adoption,Standard,Sole applicant,Male,10-14 years,16
Order granted,2012,4,Adoption,Standard,Sole applicant,Male,15-17 years,2
Order granted,2012,4,Adoption,Standard,Sole applicant,Male,Other,0
Order granted,2012,4,Adoption,Standard,Step parent,Female,<1 year,0
Order granted,2012,4,Adoption,Standard,Step parent,Female,1-4 years,7
Order granted,2012,4,Adoption,Standard,Step parent,Female,5-9 years,14
Order granted,2012,4,Adoption,Standard,Step parent,Female,10-14 years,23
Order granted,2012,4,Adoption,Standard,Step parent,Female,15-17 years,8
Order granted,2012,4,Adoption,Standard,Step parent,Female,Other,1
Order granted,2012,4,Adoption,Standard,Step parent,Male,<1 year,0
Order granted,2012,4,Adoption,Standard,Step parent,Male,1-4 years,10
Order granted,2012,4,Adoption,Standard,Step parent,Male,5-9 years,19
Order granted,2012,4,Adoption,Standard,Step parent,Male,10-14 years,20
Order granted,2012,4,Adoption,Standard,Step parent,Male,15-17 years,7
Order granted,2012,4,Adoption,Standard,Step parent,Male,Other,2
Order granted,2013,1,Adoption,Foreign,M/F couple,Female,<1 year,0
Order granted,2013,1,Adoption,Foreign,M/F couple,Female,1-4 years,5
Order granted,2013,1,Adoption,Foreign,M/F couple,Female,5-9 years,1
Order granted,2013,1,Adoption,Foreign,M/F couple,Female,10-14 years,0
Order granted,2013,1,Adoption,Foreign,M/F couple,Female,15-17 years,0
Order granted,2013,1,Adoption,Foreign,M/F couple,Female,Other,0
Order granted,2013,1,Adoption,Foreign,M/F couple,Male,<1 year,0
Order granted,2013,1,Adoption,Foreign,M/F couple,Male,1-4 years,1
Order granted,2013,1,Adoption,Foreign,M/F couple,Male,5-9 years,1
Order granted,2013,1,Adoption,Foreign,M/F couple,Male,10-14 years,2
Order granted,2013,1,Adoption,Foreign,M/F couple,Male,15-17 years,0
Order granted,2013,1,Adoption,Foreign,M/F couple,Male,Other,0
Order granted,2013,1,Adoption,Foreign,Sole applicant,Female,<1 year,0
Order granted,2013,1,Adoption,Foreign,Sole applicant,Female,1-4 years,1
Order granted,2013,1,Adoption,Foreign,Sole applicant,Female,5-9 years,1
Order granted,2013,1,Adoption,Foreign,Sole applicant,Female,10-14 years,2
Order granted,2013,1,Adoption,Foreign,Sole applicant,Female,15-17 years,1
Order granted,2013,1,Adoption,Foreign,Sole applicant,Female,Other,1
Order granted,2013,1,Adoption,Foreign,Sole applicant,Male,<1 year,0
Order granted,2013,1,Adoption,Foreign,Sole applicant,Male,1-4 years,3
Order granted,2013,1,Adoption,Foreign,Sole applicant,Male,5-9 years,4
Order granted,2013,1,Adoption,Foreign,Sole applicant,Male,10-14 years,0
Order granted,2013,1,Adoption,Foreign,Sole applicant,Male,15-17 years,0
Order granted,2013,1,Adoption,Foreign,Sole applicant,Male,Other,0
Order granted,2013,1,Adoption,Foreign,Step parent,Female,<1 year,0
Order granted,2013,1,Adoption,Foreign,Step parent,Female,1-4 years,0
Order granted,2013,1,Adoption,Foreign,Step parent,Female,5-9 years,3
Order granted,2013,1,Adoption,Foreign,Step parent,Female,10-14 years,1
Order granted,2013,1,Adoption,Foreign,Step parent,Female,15-17 years,4
Order granted,2013,1,Adoption,Foreign,Step parent,Female,Other,0
Order granted,2013,1,Adoption,Foreign,Step parent,Male,<1 year,0
Order granted,2013,1,Adoption,Foreign,Step parent,Male,1-4 years,0
Order granted,2013,1,Adoption,Foreign,Step parent,Male,5-9 years,4
Order granted,2013,1,Adoption,Foreign,Step parent,Male,10-14 years,1
Order granted,2013,1,Adoption,Foreign,Step parent,Male,15-17 years,3
Order granted,2013,1,Adoption,Foreign,Step parent,Male,Other,0
Order granted,2013,1,Adoption,Standard,M/F couple,Female,<1 year,13
Order granted,2013,1,Adoption,Standard,M/F couple,Female,1-4 years,367
Order granted,2013,1,Adoption,Standard,M/F couple,Female,5-9 years,81
Order granted,2013,1,Adoption,Standard,M/F couple,Female,10-14 years,11
Order granted,2013,1,Adoption,Standard,M/F couple,Female,15-17 years,1
Order granted,2013,1,Adoption,Standard,M/F couple,Female,Other,1
Order granted,2013,1,Adoption,Standard,M/F couple,Male,<1 year,8
Order granted,2013,1,Adoption,Standard,M/F couple,Male,1-4 years,362
Order granted,2013,1,Adoption,Standard,M/F couple,Male,5-9 years,95
Order granted,2013,1,Adoption,Standard,M/F couple,Male,10-14 years,1
Order granted,2013,1,Adoption,Standard,M/F couple,Male,15-17 years,0
Order granted,2013,1,Adoption,Standard,M/F couple,Male,Other,0
Order granted,2013,1,Adoption,Standard,Same sex couple,Female,<1 year,0
Order granted,2013,1,Adoption,Standard,Same sex couple,Female,1-4 years,28
Order granted,2013,1,Adoption,Standard,Same sex couple,Female,5-9 years,7
Order granted,2013,1,Adoption,Standard,Same sex couple,Female,10-14 years,0
Order granted,2013,1,Adoption,Standard,Same sex couple,Female,15-17 years,0
Order granted,2013,1,Adoption,Standard,Same sex couple,Female,Other,0
Order granted,2013,1,Adoption,Standard,Same sex couple,Male,<1 year,0
Order granted,2013,1,Adoption,Standard,Same sex couple,Male,1-4 years,35
Order granted,2013,1,Adoption,Standard,Same sex couple,Male,5-9 years,14
Order granted,2013,1,Adoption,Standard,Same sex couple,Male,10-14 years,2
Order granted,2013,1,Adoption,Standard,Same sex couple,Male,15-17 years,0
Order granted,2013,1,Adoption,Standard,Same sex couple,Male,Other,0
Order granted,2013,1,Adoption,Standard,Sole applicant,Unknown,<1 year,0
Order granted,2013,1,Adoption,Standard,Sole applicant,Unknown,1-4 years,0
Order granted,2013,1,Adoption,Standard,Sole applicant,Unknown,5-9 years,0
Order granted,2013,1,Adoption,Standard,Sole applicant,Unknown,10-14 years,0
Order granted,2013,1,Adoption,Standard,Sole applicant,Unknown,15-17 years,0
Order granted,2013,1,Adoption,Standard,Sole applicant,Unknown,Other,2
Order granted,2013,1,Adoption,Standard,Sole applicant,Female,<1 year,0
Order granted,2013,1,Adoption,Standard,Sole applicant,Female,1-4 years,47
Order granted,2013,1,Adoption,Standard,Sole applicant,Female,5-9 years,38
Order granted,2013,1,Adoption,Standard,Sole applicant,Female,10-14 years,11
Order granted,2013,1,Adoption,Standard,Sole applicant,Female,15-17 years,4
Order granted,2013,1,Adoption,Standard,Sole applicant,Female,Other,0
Order granted,2013,1,Adoption,Standard,Sole applicant,Male,<1 year,1
Order granted,2013,1,Adoption,Standard,Sole applicant,Male,1-4 years,37
Order granted,2013,1,Adoption,Standard,Sole applicant,Male,5-9 years,29
Order granted,2013,1,Adoption,Standard,Sole applicant,Male,10-14 years,17
Order granted,2013,1,Adoption,Standard,Sole applicant,Male,15-17 years,3
